date,region,product,combined_name,volume_mmcfd
5/5/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1441
5/5/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1797
5/5/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,5345
5/5/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2695
5/5/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6137
5/5/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1441
5/5/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,827
5/5/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1358
5/4/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,315
5/4/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2127
5/4/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3785
5/4/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2902
5/4/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,157
5/4/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2169
5/4/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,369
5/4/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3785
5/4/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2902
5/4/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,466
5/4/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,144
5/4/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1210
5/4/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2649
5/4/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3697
5/4/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,144
5/4/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,315
5/4/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2169
5/4/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5529
5/4/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1123
5/4/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,5772
5/4/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2127
5/4/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3115
5/4/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5923
5/4/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,965
5/4/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1264
5/4/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1123
5/3/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2868
5/3/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3769
5/3/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,136
5/3/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,325
5/3/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2202
5/3/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3769
5/3/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2198
5/3/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,333
5/3/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2868
5/3/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,84
5/3/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,531
5/3/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1222
5/3/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2763
5/3/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,84
5/3/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3813
5/3/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,325
5/3/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2198
5/3/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1068
5/3/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,5934
5/3/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5338
5/3/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2202
5/3/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3294
5/3/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6203
5/3/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1068
5/3/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,972
5/3/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1286
5/2/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3769
5/2/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2723
5/2/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2170
5/2/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,290
5/2/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,116
5/2/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3769
5/2/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2193
5/2/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,328
5/2/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2723
5/2/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,483
5/2/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,13
5/2/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1279
5/2/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2881
5/2/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,290
5/2/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3786
5/2/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,13
5/2/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2193
5/2/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6230
5/2/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-956
5/2/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5198
5/2/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2170
5/2/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3364
5/2/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,956
5/2/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6311
5/2/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,928
5/2/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,553
5/1/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,290
5/1/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3771
5/1/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,111
5/1/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2749
5/1/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2208
5/1/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3771
5/1/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,319
5/1/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2093
5/1/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2749
5/1/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2866
5/1/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,487
5/1/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-34
5/1/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1318
5/1/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2093
5/1/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,290
5/1/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-34
5/1/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3724
5/1/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2208
5/1/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4803
5/1/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1178
5/1/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6903
5/1/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3354
5/1/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,966
5/1/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6200
5/1/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1178
5/1/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,519
4/30/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2812
4/30/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3712
4/30/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1960
4/30/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,347
4/30/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,149
4/30/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,357
4/30/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3712
4/30/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2126
4/30/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,87
4/30/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2812
4/30/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1345
4/30/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,640
4/30/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2824
4/30/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3773
4/30/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,347
4/30/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2126
4/30/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,87
4/30/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6478
4/30/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1566
4/30/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5391
4/30/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1960
4/30/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,920
4/30/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3464
4/30/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5952
4/30/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1566
4/30/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,994
4/29/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,136
4/29/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2922
4/29/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3766
4/29/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,351
4/29/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2048
4/29/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3766
4/29/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,341
4/29/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2154
4/29/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,145
4/29/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2922
4/29/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,628
4/29/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1306
4/29/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2838
4/29/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3513
4/29/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,351
4/29/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2154
4/29/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,145
4/29/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6404
4/29/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2048
4/29/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1591
4/29/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5650
4/29/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,877
4/29/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1032
4/29/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3466
4/29/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6152
4/29/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1591
4/28/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3806
4/28/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1900
4/28/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3128
4/28/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,343
4/28/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,100
4/28/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2116
4/28/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3806
4/28/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,371
4/28/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3128
4/28/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,535
4/28/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,171
4/28/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1388
4/28/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1953
4/28/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,171
4/28/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3670
4/28/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,343
4/28/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2116
4/28/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5797
4/28/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1900
4/28/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1067
4/28/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6783
4/28/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2488
4/28/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,942
4/28/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5690
4/28/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1067
4/28/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1008
4/27/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3700
4/27/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,329
4/27/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1926
4/27/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3128
4/27/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,125
4/27/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3700
4/27/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,289
4/27/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2043
4/27/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2982
4/27/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3128
4/27/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,523
4/27/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,172
4/27/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1470
4/27/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,329
4/27/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3471
4/27/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2043
4/27/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,172
4/27/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1017
4/27/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,6153
4/27/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6279
4/27/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1926
4/27/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3506
4/27/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1017
4/27/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5924
4/27/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1207
4/27/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,909
4/26/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1908
4/26/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3979
4/26/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3158
4/26/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,106
4/26/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,274
4/26/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3979
4/26/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2166
4/26/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,367
4/26/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-39
4/26/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1474
4/26/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,3161
4/26/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3158
4/26/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,612
4/26/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3805
4/26/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,274
4/26/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2166
4/26/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-39
4/26/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5904
4/26/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-774
4/26/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6539
4/26/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1908
4/26/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,828
4/26/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3773
4/26/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,774
4/26/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1113
4/26/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6337
4/25/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1908
4/25/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,108
4/25/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4054
4/25/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3025
4/25/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,324
4/25/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2132
4/25/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4054
4/25/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,333
4/25/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,561
4/25/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3025
4/25/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,1
4/25/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1657
4/25/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,3089
4/25/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2132
4/25/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,1
4/25/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3821
4/25/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,324
4/25/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7103
4/25/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1255
4/25/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5517
4/25/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1908
4/25/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3650
4/25/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6372
4/25/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1255
4/25/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1026
4/25/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,858
4/24/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4003
4/24/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1977
4/24/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2791
4/24/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,135
4/24/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,328
4/24/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2113
4/24/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,333
4/24/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4003
4/24/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2791
4/24/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,592
4/24/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,99
4/24/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1509
4/24/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2855
4/24/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3694
4/24/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,99
4/24/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2113
4/24/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,328
4/24/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7231
4/24/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5016
4/24/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1550
4/24/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1977
4/24/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6399
4/24/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1550
4/24/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,552
4/24/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1154
4/24/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3447
