date,region,product,combined_name,volume_mmcfd
3/9/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3080
3/9/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,375
3/9/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,558
3/9/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1338
3/9/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,549
3/9/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,4000
3/9/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,196
3/9/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,549
3/9/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1781
3/9/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2172
3/9/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7706
3/9/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5610
3/9/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,574
3/9/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1896
3/9/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-574
3/9/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5719
3/9/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,44
3/9/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,928
3/8/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4165
3/8/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2109
3/8/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,231
3/8/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,231
3/8/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3115
3/8/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,347
3/8/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4165
3/8/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1871
3/8/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3115
3/8/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,541
3/8/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1178
3/8/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,413
3/8/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,517
3/8/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,517
3/8/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3999
3/8/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,231
3/8/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1871
3/8/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2109
3/8/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7237
3/8/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5900
3/8/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,397
3/8/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1720
3/8/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1007
3/8/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-171
3/8/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6115
3/8/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-397
3/7/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,248
3/7/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2137
3/7/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3966
3/7/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,199
3/7/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2961
3/7/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3966
3/7/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1899
3/7/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,410
3/7/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,411
3/7/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2961
3/7/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,576
3/7/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1461
3/7/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,346
3/7/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3973
3/7/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,248
3/7/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1899
3/7/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,346
3/7/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5830
3/7/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6747
3/7/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,228
3/7/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2137
3/7/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2038
3/7/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,975
3/7/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-344
3/7/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-228
3/7/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6031
3/6/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,239
3/6/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,241
3/6/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3033
3/6/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2132
3/6/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4092
3/6/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1902
3/6/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,417
3/6/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4092
3/6/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,550
3/6/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3033
3/6/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,431
3/6/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,342
3/6/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1309
3/6/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3963
3/6/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,431
3/6/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1902
3/6/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,241
3/6/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6673
3/6/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,6067
3/6/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,76
3/6/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2132
3/6/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-226
3/6/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1860
3/6/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,968
3/6/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6065
3/6/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-76
3/5/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,255
3/5/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3010
3/5/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4064
3/5/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,227
3/5/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2046
3/5/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4064
3/5/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1888
3/5/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,387
3/5/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,545
3/5/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3010
3/5/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,449
3/5/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,192
3/5/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1398
3/5/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3929
3/5/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,255
3/5/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,449
3/5/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1888
3/5/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2046
3/5/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7060
3/5/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,150
3/5/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5836
3/5/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,902
3/5/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1942
3/5/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6108
3/5/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-166
3/5/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-150
3/4/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,369
3/4/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4225
3/4/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3225
3/4/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2074
3/4/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,211
3/4/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2181
3/4/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4225
3/4/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,314
3/4/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3225
3/4/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,600
3/4/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1062
3/4/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,207
3/4/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,306
3/4/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3951
3/4/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,369
3/4/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,306
3/4/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2181
3/4/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5809
3/4/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,412
3/4/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7537
3/4/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2074
3/4/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,952
3/4/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-126
3/4/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5860
3/4/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,-412
3/4/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1662
3/3/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4294
3/3/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,220
3/3/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2197
3/3/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3017
3/3/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,200
3/3/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1948
3/3/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4294
3/3/2024,California,Net Flows to Mexico,California: Net Flows to Mexico,346
3/3/2024,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,462
3/3/2024,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,984
3/3/2024,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,207
3/3/2024,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3017
3/3/2024,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,546
3/3/2024,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3986
3/3/2024,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,462
3/3/2024,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,200
3/3/2024,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1948
3/3/2024,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-290
3/3/2024,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5687
3/3/2024,Texas,Net Flows to Western,Texas: Net Flows to Western,-2197
3/3/2024,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7385
3/3/2024,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1530
3/3/2024,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5763
3/3/2024,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1067
3/3/2024,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,-146
3/3/2024,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,290
3/2/2024,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2248
3/2/2024,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4395
3/2/2024,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2944
3/2/2024,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,200
3/2/2024,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,230
3/2/2024,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1934
3/2/2024,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4395
